min_price,max_price,cats,dogs,pet_policy_text,min_beds,max_beds,min_baths,max_baths,house_type,year_built,address,postal_code,state,city,pictures,pictures1,lat,lon,county,db
1174.0,1969.0,True,True,Cats Permitted/Large Dogs Permitted,1,3,1.0,3.0,apartment,2008.0,9140 Highway 6 N,77095,TX,Houston,https://ar.rdcpix.com/640534b4ff9a3a40db9d537f15672425c-f557848632od-w480_h360_x2.webp,https://ar.rdcpix.com/640534b4ff9a3a40db9d537f15672425c-f2238014525od-w480_h360_x2.webp,29.90906,-95.62671,Harris,843687492729110529 - 9140 Highway 6 N
949.0,1299.0,True,True,,1,3,1.0,2.0,apartment,1968.0,2730 Lafferty Rd,77502,TX,Pasadena,https://ar.rdcpix.com/b38f98ff1ca4f5d20e323710b8d4e514c-f3459025755od-w480_h360_x2.webp,https://ar.rdcpix.com/b38f98ff1ca4f5d20e323710b8d4e514c-f2639344350od-w480_h360_x2.webp,29.67061,-95.19828,Harris,843687493355405313 - 2730 Lafferty Rd
765.0,1125.0,True,True,,1,3,1.0,3.0,apartment,1954.0,151 S Resler Dr,79912,TX,El Paso,https://ar.rdcpix.com/0684cf3e8c935494ba189547a69bd5a5c-f3559954122od-w480_h360_x2.webp,https://ar.rdcpix.com/0684cf3e8c935494ba189547a69bd5a5c-f167714406od-w480_h360_x2.webp,31.833972,-106.551665,El Paso,843687493987434497 - 151 S Resler Dr
1480.0,2387.0,True,True,Breed Restrictions,1,3,1.0,2.0,apartment,1986.0,215 N Moore Rd,75019,TX,Coppell,https://ar.rdcpix.com/6eb14dfa230bb20e6472f68c4ca1f040c-f1478538725od-w480_h360_x2.webp,https://ar.rdcpix.com/6eb14dfa230bb20e6472f68c4ca1f040c-f2908900975od-w480_h360_x2.webp,32.97397,-96.97614,Dallas,843687494623821825 - 215 N Moore Rd
1869.0,2019.0,True,True,,2,3,2.5,3.5,townhomes,2021.0,12839 Berthoud Ln,78249,TX,San Antonio,https://ar.rdcpix.com/7a7e530d87794e0e293b142653b22f7cc-f3449977102od-w480_h360_x2.webp,https://ar.rdcpix.com/7a7e530d87794e0e293b142653b22f7cc-f775860934od-w480_h360_x2.webp,29.56652,-98.61984,Bexar,843687495279214593 - 12839 Berthoud Ln
1040.0,1560.0,True,True,,1,3,1.0,2.0,apartment,2009.0,1225 Lawrence Rd,77565,TX,Kemah,https://ar.rdcpix.com/274556e88a9e929d7ca20076f0e99752c-f2004752718od-w480_h360_x2.webp,https://ar.rdcpix.com/274556e88a9e929d7ca20076f0e99752c-f679648056od-w480_h360_x2.webp,29.536497,-95.034178,Galveston,843687495891353601 - 1225 Lawrence Rd
1149.0,1850.0,True,True,,1,2,1.0,2.0,apartment,1982.0,7710 S Main St,77030,TX,Houston,https://ar.rdcpix.com/e155125749cc0a5af6fdb21b941b4bb9c-f307199134od-w480_h360_x2.webp,https://ar.rdcpix.com/e155125749cc0a5af6fdb21b941b4bb9c-f3284459475od-w480_h360_x2.webp,29.696186,-95.4144,Harris,843687496701313025 - 7710 S Main St
1345.0,1925.0,True,True,,1,2,1.0,2.0,apartment,2022.0,12136 W US Highway 90,78245,TX,San Antonio,https://ar.rdcpix.com/223d2036fa933182c075a187a1cc34cdc-f2262458915od-w480_h360_x2.webp,https://ar.rdcpix.com/223d2036fa933182c075a187a1cc34cdc-f2489753765od-w480_h360_x2.webp,29.373819,-98.731587,Bexar,843687497379184641 - 12136 W US Highway 90
1519.0,2293.0,True,True,We are a pet friendly community./2 dogs,1,3,1.0,2.0,apartment,2016.0,1101 Longhorn Rd,76179,TX,Fort Worth,https://ar.rdcpix.com/7e8d0aa3478f9e6cb659f2275cdbf48ec-f3483728474od-w480_h360_x2.webp,https://ar.rdcpix.com/7e8d0aa3478f9e6cb659f2275cdbf48ec-f2580922478od-w480_h360_x2.webp,32.846735,-97.383864,Tarrant,843687498135044097 - 1101 Longhorn Rd
1229.0,2839.0,True,True,"Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees./Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply.",0,3,1.0,3.0,apartment,2016.0,18833 Town Ridge Ln,77598,TX,Webster,https://ar.rdcpix.com/078a69b84305d40c54197aaae990a295c-f2292923611od-w480_h360_x2.webp,https://ar.rdcpix.com/078a69b84305d40c54197aaae990a295c-f2977510306od-w480_h360_x2.webp,29.54958,-95.14582,Harris,843687498748690433 - 18833 Town Ridge Ln
755.0,951.0,True,True,,1,2,1.0,2.0,apartment,1983.0,7101 Wolflin Ave,79106,TX,Amarillo,https://ar.rdcpix.com/b2909813111be473d916b5fbeafb6ec3c-f506411291od-w480_h360_x2.webp,https://ar.rdcpix.com/b2909813111be473d916b5fbeafb6ec3c-f1103573541od-w480_h360_x2.webp,35.189891,-101.918777,Potter,843687499375640577 - 7101 Wolflin Ave
999.0,1479.0,True,True,,1,2,1.0,1.0,apartment,1984.0,3808 Post Oak Blvd,76040,TX,Fort Worth,https://ar.rdcpix.com/227a10062b82af2918ecd61981f5d3c3c-f2875900112od-w480_h360_x2.webp,https://ar.rdcpix.com/227a10062b82af2918ecd61981f5d3c3c-f2228983008od-w480_h360_x2.webp,32.816612,-97.067603,Tarrant,843687500048957441 - 3808 Post Oak Blvd
1749.0,2974.0,True,True,"One-time Pet Fee: $400 for 1st pet, $400 for 2 or more pets; Pet Rent: $25/month per pet, Pet Max: 2",1,2,1.0,2.0,apartment,2016.0,1700 E 4th St,78702,TX,Austin,https://ar.rdcpix.com/363931702c080933f87bdcae44073f57c-f2966134549od-w480_h360_x2.webp,https://ar.rdcpix.com/363931702c080933f87bdcae44073f57c-f754748344od-w480_h360_x2.webp,30.260963,-97.725157,Travis,843687500695928833 - 1700 E 4th St
1535.0,3195.0,True,True,,1,3,1.0,2.5,apartment,2006.0,9600 Coit Rd,75025,TX,Plano,https://ar.rdcpix.com/baa408ee115be20af70afe253504e8a5c-f3022112493od-w480_h360_x2.webp,https://ar.rdcpix.com/baa408ee115be20af70afe253504e8a5c-f757938707od-w480_h360_x2.webp,33.108113,-96.765553,Collin,843687501305249793 - 9600 Coit Rd
3200.0,4145.0,True,True,Please call Leasing Office for complete pet policy.,3,4,2.5,3.5,single_family,2022.0,3000 Chisholm Trail Rd,78681,TX,Round Rock,https://ar.rdcpix.com/1b7ec43e50c461b3d57e4f4733627d98c-f589132586od-w480_h360_x2.webp,https://ar.rdcpix.com/1b7ec43e50c461b3d57e4f4733627d98c-f1068785717od-w480_h360_x2.webp,30.542113,-97.696934,Williamson,843687501912145921 - 3000 Chisholm Trail Rd
1275.0,2020.0,True,True,,1,3,1.0,2.0,apartment,2000.0,12900 Loop 1604 # 1604N,78148,TX,Universal City,https://ar.rdcpix.com/7a1a8f29f1a64e7b85c1e5bdd0d4fb76c-f1125383034od-w480_h360_x2.webp,https://ar.rdcpix.com/7a1a8f29f1a64e7b85c1e5bdd0d4fb76c-f1026443012od-w480_h360_x2.webp,29.556763,-98.322633,Bexar,843687502511636481 - 12900 Loop 1604 # 1604N
2158.0,12618.0,True,True,,0,3,1.0,3.0,apartment,2021.0,3330 Oak Grove Ave,75204,TX,Dallas,https://ar.rdcpix.com/b26b61174c4bbe9f4856306c1174e877c-f892280066od-w480_h360_x2.webp,https://ar.rdcpix.com/b26b61174c4bbe9f4856306c1174e877c-f3369542220od-w480_h360_x2.webp,32.803942,-96.797509,Dallas,843687503131082753 - 3330 Oak Grove Ave
1323.0,1626.0,True,True,,1,2,1.0,2.0,apartment,1998.0,4300 Horizon North Pkwy,75287,TX,Dallas,https://ar.rdcpix.com/5f4c9743d3e64dbeb2e39d9169073013c-f51543483od-w480_h360_x2.webp,https://ar.rdcpix.com/5f4c9743d3e64dbeb2e39d9169073013c-f3821172580od-w480_h360_x2.webp,33.013818,-96.834977,Collin,843687503743451137 - 4300 Horizon North Pkwy
1289.0,3249.0,True,True,,0,3,1.0,2.0,apartment,2018.0,5810 Worth Pkwy,78257,TX,San Antonio,https://ar.rdcpix.com/89e22497ccb1b04839425a4131060c8bc-f2035955184od-w480_h360_x2.webp,https://ar.rdcpix.com/89e22497ccb1b04839425a4131060c8bc-f2659429091od-w480_h360_x2.webp,29.61261,-98.59854,Bexar,843687504339763201 - 5810 Worth Pkwy
1895.0,3995.0,True,True,,1,4,1.0,3.0,townhomes,2001.0,5900 Baywater Dr,75093,TX,Plano,https://ar.rdcpix.com/b18458bed7e8c9a47795bb0c071a5a90c-f18600010od-w480_h360_x2.webp,https://ar.rdcpix.com/b18458bed7e8c9a47795bb0c071a5a90c-f2597747886od-w480_h360_x2.webp,33.054489,-96.798933,Collin,843687504975560705 - 5900 Baywater Dr
1592.0,2892.0,True,True,,1,2,1.0,2.0,apartment,2022.0,2825 Sophie Ln,78130,TX,New Braunfels,https://ar.rdcpix.com/db2d3a51632d7f2c3df41d4b7ae6abc8c-f477328523od-w480_h360_x2.webp,https://ar.rdcpix.com/db2d3a51632d7f2c3df41d4b7ae6abc8c-f1070026059od-w480_h360_x2.webp,,,Comal,843687506430033921 - 2825 Sophie Ln
1161.0,1587.0,True,True,,1,2,1.0,2.0,apartment,1983.0,1604 Ridge Haven Dr,76011,TX,Arlington,https://ar.rdcpix.com/aa45a65fd9129c4f742e54fc2ee7a0a8c-f2954398605od-w480_h360_x2.webp,https://ar.rdcpix.com/aa45a65fd9129c4f742e54fc2ee7a0a8c-f238579399od-w480_h360_x2.webp,32.762195,-97.087006,Tarrant,843687507010387969 - 1604 Ridge Haven Dr
1700.0,2904.0,True,True,"Restrictions: Dogs considered to have aggressive tendencies: German Shepherd, Anatolian Shepherd, American Pit Bull Terrier, American Bull Dog, Staffordshire Bull Terrier, American Staffordshire Terrier, Rottweiler, Bullmastiff, Akita, Chow Chow, Wol",1,3,1.0,2.0,apartment,2019.0,460 Bastrop Hwy S,78741,TX,Austin,https://ar.rdcpix.com/e417e58e6f01041377e7d83233e8ad92c-f3299105343od-w480_h360_x2.webp,https://ar.rdcpix.com/e417e58e6f01041377e7d83233e8ad92c-f2036613975od-w480_h360_x2.webp,30.237784,-97.688576,Travis,843687507633373185 - 460 Bastrop Hwy S
1310.0,3300.0,True,True,$87.50 sure deposit option/$87.50 sure deposit option.,0,3,1.0,3.0,apartment,2018.0,6107 Via La Cantera,78256,TX,San Antonio,https://ar.rdcpix.com/183739c6a60c0d0e60bbcca7a48f8702c-f2846376574od-w480_h360_x2.webp,https://ar.rdcpix.com/183739c6a60c0d0e60bbcca7a48f8702c-f645631747od-w480_h360_x2.webp,29.59211,-98.60769,Bexar,843687508236107777 - 6107 Via La Cantera
885.0,1400.0,True,True,,1,3,1.0,2.0,apartment,1973.0,1909 Sybil Ln,75703,TX,Tyler,https://ar.rdcpix.com/00641c8b0a944733f23fe974d8708136c-f14478725od-w480_h360_x2.webp,https://ar.rdcpix.com/00641c8b0a944733f23fe974d8708136c-f3993843388od-w480_h360_x2.webp,32.304158,-95.277453,Smith,843687508947501057 - 1909 Sybil Ln
1418.0,2529.0,True,True,,1,3,1.0,2.0,apartment,1999.0,3400 Craig Dr,75070,TX,McKinney,https://ar.rdcpix.com/37c08732e7ca38d5e3e9bdadf6bf2153c-f1499293878od-w480_h360_x2.webp,https://ar.rdcpix.com/37c08732e7ca38d5e3e9bdadf6bf2153c-f4106117718od-w480_h360_x2.webp,33.165891,-96.646372,Collin,843687509592637441 - 3400 Craig Dr
1330.0,2512.0,True,True,,1,3,1.0,2.0,apartment,2001.0,4490 W Eldorado Pkwy,75070,TX,McKinney,https://ar.rdcpix.com/5fbcfdfa59c8e06b19c500909e4a0f2dc-f2602736608od-w480_h360_x2.webp,https://ar.rdcpix.com/5fbcfdfa59c8e06b19c500909e4a0f2dc-f3435615836od-w480_h360_x2.webp,33.17228,-96.67377,Collin,843687510234988545 - 4490 W Eldorado Pkwy
1463.0,2316.0,True,True,,1,2,1.0,2.0,apartment,2021.0,8601 Cook Ranch Rd,76126,TX,Benbrook,https://ar.rdcpix.com/fe988f020d9f1bd2fb90488191593ff6c-f3717705199od-w480_h360_x2.webp,https://ar.rdcpix.com/fe988f020d9f1bd2fb90488191593ff6c-f2909246685od-w480_h360_x2.webp,32.692649,-97.462154,Tarrant,843687510929833985 - 8601 Cook Ranch Rd
590.0,1660.0,True,True,,0,4,1.0,4.0,apartment,2008.0,2300 Nueces St,78705,TX,Austin,https://ar.rdcpix.com/ff31829822d1b188466f427fa7214600c-f3720927797od-w480_h360_x2.webp,https://ar.rdcpix.com/ff31829822d1b188466f427fa7214600c-f4000677537od-w480_h360_x2.webp,30.286797,-97.743912,Travis,843687511522672641 - 2300 Nueces St
1295.0,1856.0,True,True,,1,2,1.0,2.0,apartment,1985.0,2300 Central Park Blvd,76022,TX,Bedford,https://ar.rdcpix.com/3e1c798bf9ac7ff24211a5b6d42fac80c-f2814760359od-w480_h360_x2.webp,https://ar.rdcpix.com/3e1c798bf9ac7ff24211a5b6d42fac80c-f2650780506od-w480_h360_x2.webp,32.832837,-97.130785,Tarrant,843687512121999361 - 2300 Central Park Blvd
1105.0,2120.0,True,True,,1,2,1.0,2.0,apartment,2016.0,15255 Vintage Preserve Pkwy,77070,TX,Houston,https://ar.rdcpix.com/dded97d6ad02513c8979cb1a9cd0712ac-f2493100566od-w480_h360_x2.webp,https://ar.rdcpix.com/dded97d6ad02513c8979cb1a9cd0712ac-f900020412od-w480_h360_x2.webp,29.99706,-95.55745,Harris,843687512738463745 - 15255 Vintage Preserve Pkwy
1550.0,2825.0,True,True,Pet rent is per pet. Contact for details.,1,2,1.0,2.0,apartment,2021.0,12100 Archeleta Blvd,78739,TX,Austin,https://ar.rdcpix.com/3903280176ebcf850ae1a85287790f73c-f382993388od-w480_h360_x2.webp,https://ar.rdcpix.com/3903280176ebcf850ae1a85287790f73c-f3007014442od-w480_h360_x2.webp,30.171486,-97.891865,Travis,843687515903459329 - 12100 Archeleta Blvd
1739.0,2399.0,True,True,,2,3,2.0,2.0,apartment,2017.0,2001 Woodbend Dr,78412,TX,Corpus Christi,https://ar.rdcpix.com/214119ae4a59f9fd204fb232d28effc6c-f905509377od-w480_h360_x2.webp,https://ar.rdcpix.com/214119ae4a59f9fd204fb232d28effc6c-f607993417od-w480_h360_x2.webp,27.692433,-97.359506,Nueces,843687516503310337 - 2001 Woodbend Dr
2545.0,12555.0,True,True,,0,3,1.0,3.5,apartment,2021.0,700 E 11th St,78701,TX,Austin,https://ar.rdcpix.com/76448d71b46d3ca9973295401e07160ac-f1564308254od-w480_h360_x2.webp,https://ar.rdcpix.com/76448d71b46d3ca9973295401e07160ac-f3424705968od-w480_h360_x2.webp,30.27112,-97.733792,Travis,843687517134815233 - 700 E 11th St
1389.0,1980.0,True,True,,2,4,1.5,2.0,apartment,1971.0,4000 W 34th St,77092,TX,Houston,https://ar.rdcpix.com/1c0f5cc6d492bea949c856a7c47f5836c-f297281790od-w480_h360_x2.webp,https://ar.rdcpix.com/1c0f5cc6d492bea949c856a7c47f5836c-f987637112od-w480_h360_x2.webp,29.81782,-95.44982,Harris,843687517790437377 - 4000 W 34th St
1515.0,2015.0,True,True,,1,2,1.0,2.0,apartment,1991.0,3000 Bissonnet St,77005,TX,Houston,https://ar.rdcpix.com/c89ede0fb8915392e1ace86b557ed027c-f3684825162od-w480_h360_x2.webp,https://ar.rdcpix.com/c89ede0fb8915392e1ace86b557ed027c-f3295512615od-w480_h360_x2.webp,29.72565,-95.42594,Harris,843687518409392129 - 3000 Bissonnet St
1311.0,2665.0,True,True,,1,3,1.0,2.0,apartment,1998.0,16505 LA Cantera Pkwy,78256,TX,San Antonio,https://ar.rdcpix.com/5320141cdf9d42fee3040e18d9577e06c-f240115751od-w480_h360_x2.webp,https://ar.rdcpix.com/5320141cdf9d42fee3040e18d9577e06c-f239665817od-w480_h360_x2.webp,29.60032,-98.61688,Bexar,843687519038832641 - 16505 LA Cantera Pkwy
1270.0,1925.0,True,True,We allow 2 pets per apartment. No Aggressive breeds. $200 Deposit / $200 Pet fee per pet plus $15/month Pet Rent.,0,2,1.0,2.0,apartment,2003.0,5720 Forest Park Rd,75235,TX,Dallas,https://ar.rdcpix.com/4b317f3edab113055adfea88ca935039c-f3332951111od-w480_h360_x2.webp,https://ar.rdcpix.com/4b317f3edab113055adfea88ca935039c-f3302726713od-w480_h360_x2.webp,32.820085,-96.839904,Dallas,843687519754125313 - 5720 Forest Park Rd
1199.0,1619.0,True,True,,1,2,1.0,2.0,apartment,2014.0,2921 Airline Rd,78414,TX,Corpus Christi,https://ar.rdcpix.com/92ecd1841fd8745567f8eb39205d223bc-f879971188od-w480_h360_x2.webp,https://ar.rdcpix.com/92ecd1841fd8745567f8eb39205d223bc-f1503941856od-w480_h360_x2.webp,27.67463,-97.36557,Nueces,843687523067527169 - 2921 Airline Rd
1268.0,2518.0,True,True,$100 Pet Fee for 2nd Pet. Cats and Dogs Allowed. No Size or Weight Limit. Breed Restrictions Apply.,0,3,1.0,2.0,apartment,2021.0,3200 Peek Rd,77449,TX,Katy,https://ar.rdcpix.com/214fb9dcd9b306d6e58ba38e2bc215afc-f1034096012od-w480_h360_x2.webp,https://ar.rdcpix.com/214fb9dcd9b306d6e58ba38e2bc215afc-f2219448226od-w480_h360_x2.webp,29.846238,-95.773463,Harris,843687525028855809 - 3200 Peek Rd
1050.0,1500.0,True,True,"We gladly accept pets (cats and dogs) under 50 pounds, that are at least one (1) year of age. There is a two pet limit per apartment. The deposit is $200 (per pet) and the non-refundable pet fee is $200 (per apartment). A signed TAA Animal",1,2,1.0,2.0,apartment,1984.0,3200 S 1st St,78704,TX,Austin,https://ar.rdcpix.com/0d5ac6f30b95562f4a0b5bf48a9d8674c-f1562790848od-w480_h360_x2.webp,https://ar.rdcpix.com/0d5ac6f30b95562f4a0b5bf48a9d8674c-f967061448od-w480_h360_x2.webp,30.23366,-97.76589,Travis,843687525704040449 - 3200 S 1st St
1520.0,2700.0,True,True,Limit 1 indoor pets per apartment. No exotic animals. Non-refundable pet fee of $350 for the first animal plus $350 for each additional animal.,0,3,1.0,2.0,apartment,2020.0,1900 Knightsbridge Rd,75234,TX,Farmers Branch,https://ar.rdcpix.com/8d21d3f600225f2f1c5d0a0ae3e760c6c-f1817241690od-w480_h360_x2.webp,https://ar.rdcpix.com/8d21d3f600225f2f1c5d0a0ae3e760c6c-f455895885od-w480_h360_x2.webp,,,Dallas,843687526342819841 - 1900 Knightsbridge Rd
1811.0,3268.0,True,True,"1 Pet: $250 Deposit ($250 non-refundable), $20 monthly Pet Rent2 Pets: $250 Deposit ($500 non-refundable), $30 monthly Pet Rent. Breed restrictions apply/1 Pet: $250 Deposit ($250 non-refundable), $20 monthly Pet Rent2 Pets: $250 Deposit ($500 non-refundable), $30 monthly Pet Rent.",0,3,1.0,2.0,apartment,2017.0,1600 Springwoods Plaza Dr,77389,TX,Spring,https://ar.rdcpix.com/d463ef8b7cab7fc88035312f5d718ff6c-f2744177872od-w480_h360_x2.webp,https://ar.rdcpix.com/d463ef8b7cab7fc88035312f5d718ff6c-f3672685812od-w480_h360_x2.webp,30.10032,-95.44133,Harris,843687526975045633 - 1600 Springwoods Plaza Dr
1174.0,1969.0,True,True,Cats Permitted/Large Dogs Permitted,1,3,1.0,3.0,apartment,2008.0,9140 Highway 6 N,77095,TX,Houston,https://ar.rdcpix.com/640534b4ff9a3a40db9d537f15672425c-f557848632od-w480_h360_x2.webp,https://ar.rdcpix.com/640534b4ff9a3a40db9d537f15672425c-f2238014525od-w480_h360_x2.webp,29.90906,-95.62671,Harris,843687527733329921 - 9140 Highway 6 N
949.0,1299.0,True,True,,1,3,1.0,2.0,apartment,1968.0,2730 Lafferty Rd,77502,TX,Pasadena,https://ar.rdcpix.com/b38f98ff1ca4f5d20e323710b8d4e514c-f3459025755od-w480_h360_x2.webp,https://ar.rdcpix.com/b38f98ff1ca4f5d20e323710b8d4e514c-f2639344350od-w480_h360_x2.webp,29.67061,-95.19828,Harris,843687528366604289 - 2730 Lafferty Rd
1622.0,1745.0,False,False,,1,3,1.0,2.0,apartment,2022.0,3530 W 12th St,77008,TX,Houston,https://ar.rdcpix.com/22486d9aacbba05fe564d1727cb7c2a1c-f4091783653od-w480_h360_x2.webp,https://ar.rdcpix.com/22486d9aacbba05fe564d1727cb7c2a1c-f904875456od-w480_h360_x2.webp,29.792171,-95.439912,Harris,843687528985264129 - 3530 W 12th St
1574.0,3284.0,True,True,,1,3,1.0,2.0,apartment,2022.0,12330 Research Rd,75033,TX,Frisco,https://ar.rdcpix.com/15b1edf451c60a670c3cbb16a6dc43d6c-f3394629067od-w480_h360_x2.webp,https://ar.rdcpix.com/15b1edf451c60a670c3cbb16a6dc43d6c-f1914080853od-w480_h360_x2.webp,33.181511,-96.823965,Collin,843687529616867329 - 12330 Research Rd
1750.0,5735.0,True,True,,1,3,1.0,3.5,apartment,2021.0,9757 Katy Fwy,77024,TX,Houston,https://ar.rdcpix.com/87b8a638cdcd0730b6f37288897444f2c-f2844454476od-w480_h360_x2.webp,https://ar.rdcpix.com/87b8a638cdcd0730b6f37288897444f2c-f3098677611od-w480_h360_x2.webp,29.783279,-95.53255,Harris,843687532259016705 - 9757 Katy Fwy
1205.0,1605.0,True,True,$250 pet fee for additional pets,1,3,1.0,2.0,apartment,2017.0,4340 Decatur Dr,77845,TX,College Station,https://ar.rdcpix.com/ee41933f09d8098b406e1e41383afebfc-f2024319622od-w480_h360_x2.webp,https://ar.rdcpix.com/ee41933f09d8098b406e1e41383afebfc-f3086315329od-w480_h360_x2.webp,30.55922,-96.26882,Brazos,843687532875481089 - 4340 Decatur Dr
1326.0,1648.0,True,True,Cats and Dogs Allowed: Contact the office for breed and weight restriction information. Pet Deposit!,1,3,1.0,2.0,apartment,2016.0,1825 Billy G Webb Dr,78374,TX,Portland,https://ar.rdcpix.com/28aa3fc3845ab3639f7acd5a27f12200c-f3802551663od-w480_h360_x2.webp,https://ar.rdcpix.com/28aa3fc3845ab3639f7acd5a27f12200c-f2582371028od-w480_h360_x2.webp,27.89134,-97.31521,San Patricio,843687533527171073 - 1825 Billy G Webb Dr
1585.0,3310.0,True,True,Cat/Dog,0,3,1.0,2.0,apartment,2021.0,2520 Washington Ave,77007,TX,Houston,https://ar.rdcpix.com/ad6fac589a141d462e1013695f77975cc-f1015884756od-w480_h360_x2.webp,https://ar.rdcpix.com/ad6fac589a141d462e1013695f77975cc-f2665976283od-w480_h360_x2.webp,29.768779,-95.384669,Harris,843687534159167489 - 2520 Washington Ave
